1,1,442.3,401.9,129.19,238.23000000000002,1,1,1.0
1,2,344.0,407.3,142.7,104.96999999999997,1,2,1.0
1,3,894.5,151.57,95.60000000000002,145.32999999999998,1,2,1.0
1,4,379.03,77.6,218.02999999999997,240.85999999999999,1,3,1.0
1,5,750.5,372.3,247.63,215.33999999999997,1,3,1.0
1,6,606.5,108.5,138.60000000000002,180.35000000000002,1,4,1.0
1,7,723.57,186.57,145.32999999999993,174.95999999999998,1,4,1.0
1,8,253.9,198.7,119.73999999999998,129.18,1,5,1.0
1,9,213.48,436.9,131.9,102.29000000000008,1,5,1.0
2,1,442.29,401.9,129.19,238.23000000000002,1,1,1.0
2,2,343.84,407.46,142.83000000000004,104.86000000000007,1,2,1.0
2,3,894.5,151.57,95.60000000000002,145.32999999999998,1,2,1.0
2,4,379.02,77.59,218.02999999999997,240.86999999999998,1,3,1.0
2,5,750.49,372.29,247.63,215.33999999999997,1,3,1.0
2,6,606.45,108.48,138.6099999999999,180.37,1,4,1.0
2,7,723.57,186.59,145.32999999999993,174.92999999999998,1,4,1.0
2,8,253.23,198.65,119.74000000000004,129.17999999999998,1,5,1.0
2,9,213.35,436.9,131.89000000000001,102.29000000000008,1,5,1.0
2,10,629.36,381.7,117.13999999999999,228.8,1,1,1.0
3,1,442.29,401.91,129.19,238.21999999999997,1,1,1.0
3,2,343.68,407.62,142.95,104.75,1,2,1.0
3,3,894.5,151.57,95.60000000000002,145.32999999999998,1,2,1.0
3,4,379.01,77.58,218.02999999999997,240.87,1,3,1.0
3,5,750.48,372.27,247.63,215.34000000000003,1,3,1.0
3,6,606.4,108.45,138.62,180.40000000000003,1,4,1.0
3,7,723.57,186.62,145.32999999999993,174.89,1,4,1.0
3,8,252.55,198.6,119.75,129.17999999999998,1,5,1.0
3,9,213.21,436.9,131.9,102.29000000000008,1,5,1.0
3,10,629.36,381.7,117.12,228.82,1,1,1.0
4,1,442.28,401.91,129.19000000000005,238.22999999999996,1,1,1.0
4,2,343.52,407.78,143.08000000000004,104.63,1,2,1.0
4,3,894.5,151.57,95.60000000000002,145.32999999999998,1,2,1.0
4,4,379.0,77.58,218.02999999999997,240.86,1,3,1.0
4,5,750.47,372.26,247.63,215.34000000000003,1,3,1.0
4,6,606.34,108.43,138.63,180.42000000000002,1,4,1.0
4,7,723.57,186.65,145.32999999999993,174.85,1,4,1.0
4,8,251.88,198.54,119.75,129.19000000000003,1,5,1.0
4,9,213.07,436.9,131.90000000000003,102.29000000000008,1,5,1.0
4,10,629.36,381.7,117.10000000000002,228.83999999999997,1,1,1.0
5,1,442.28,401.91,129.19000000000005,238.22999999999996,1,1,1.0
5,2,343.36,407.94,143.20999999999998,104.52000000000004,1,2,1.0
5,3,894.5,151.57,95.60000000000002,145.32999999999998,1,2,1.0
5,4,378.99,77.57,218.02999999999997,240.86,1,3,1.0
5,5,750.46,372.24,247.63,215.34000000000003,1,3,1.0
5,6,606.29,108.41,138.64,180.44000000000003,1,4,1.0
5,7,723.57,186.67,145.32999999999993,174.82000000000002,1,4,1.0
5,8,251.21,198.49,119.73999999999998,129.19,1,5,1.0
5,9,212.94,436.9,131.89,102.29000000000008,1,5,1.0
5,10,629.36,381.7,117.09000000000003,228.84999999999997,1,1,1.0
6,1,442.27,401.91,129.19000000000005,238.22999999999996,1,1,1.0
6,2,343.2,408.1,143.34000000000003,104.40999999999997,1,2,1.0
6,3,894.5,151.57,95.60000000000002,145.32999999999998,1,2,1.0
6,4,378.98,77.56,218.02999999999997,240.86,1,3,1.0
6,5,750.45,372.23,247.63,215.34000000000003,1,3,1.0
6,6,606.24,108.38,138.64999999999998,180.47000000000003,1,4,1.0
6,7,723.57,186.7,145.32999999999993,174.77000000000004,1,4,1.0
6,8,250.54,198.44,119.73999999999998,129.19,1,5,1.0
6,9,212.8,436.9,131.89999999999998,102.29000000000008,1,5,1.0
6,10,629.36,381.7,117.06999999999994,228.87000000000006,1,1,1.0
7,1,442.27,401.92,129.18000000000006,238.21999999999997,1,1,1.0
7,2,343.04,408.26,143.46999999999997,104.29999999999995,1,2,1.0
7,3,894.5,151.57,95.60000000000002,145.32999999999998,1,2,1.0
7,4,378.97,77.55,218.02999999999997,240.86,1,3,1.0
7,5,750.44,372.22,247.64,215.33999999999992,1,3,1.0
7,6,606.19,108.36,138.65999999999997,180.49,1,4,1.0
7,7,723.57,186.72,145.32999999999993,174.73999999999998,1,4,1.0
7,8,249.86,198.39,119.75,129.18,1,5,1.0
7,9,212.66,436.9,131.9,102.29000000000008,1,5,1.0
7,10,629.36,381.7,117.04999999999995,228.89000000000004,1,1,1.0
8,1,442.26,401.92,129.19000000000005,238.22999999999996,1,1,1.0
8,2,342.88,408.42,143.59000000000003,104.19,1,2,1.0
8,3,894.5,151.57,95.60000000000002,145.32999999999998,1,2,1.0
8,4,378.96,77.54,218.03000000000003,240.87,1,3,1.0
8,5,750.43,372.2,247.6400000000001,215.33999999999997,1,3,1.0
8,6,606.14,108.34,138.65999999999997,180.51000000000002,1,4,1.0
8,7,723.57,186.75,145.32999999999993,174.7,1,4,1.0
8,8,249.19,198.34,119.74000000000001,129.17999999999998,1,5,1.0
8,9,212.53,436.9,131.89000000000001,102.29000000000008,1,5,1.0
8,10,629.36,381.7,117.02999999999997,228.91000000000003,1,1,1.0
9,1,442.25,401.92,129.19000000000005,238.22999999999996,1,1,1.0
9,2,342.72,408.58,143.71999999999997,104.07,1,2,1.0
9,3,894.5,151.57,95.60000000000002,145.32999999999998,1,2,1.0
9,4,378.95,77.53,218.04000000000002,240.86999999999998,1,3,1.0
9,5,750.42,372.19,247.64,215.33999999999997,1,3,1.0
9,6,606.09,108.31,138.66999999999996,180.54000000000002,1,4,1.0
9,7,723.57,186.77,145.32999999999993,174.67,1,4,1.0
9,8,248.52,198.29,119.73999999999998,129.18000000000004,1,5,1.0
9,9,212.39,436.9,131.90000000000003,102.29000000000008,1,5,1.0
9,10,629.36,381.7,117.00999999999999,228.93,1,1,1.0
10,1,442.25,401.92,129.19000000000005,238.22999999999996,1,1,1.0
10,2,342.56,408.74,143.85000000000002,103.96000000000004,1,2,1.0
10,3,894.5,151.57,95.60000000000002,145.32999999999998,1,2,1.0
10,4,378.94,77.53,218.04000000000002,240.85999999999999,1,3,1.0
10,5,750.41,372.18,247.64,215.32999999999998,1,3,1.0
10,6,606.03,108.29,138.69000000000005,180.56,1,4,1.0
10,7,723.57,186.8,145.32999999999993,174.63,1,4,1.0
10,8,247.84,198.23,119.74999999999997,129.19000000000003,1,5,1.0
10,9,212.25,436.9,131.89999999999998,102.29000000000008,1,5,1.0
10,10,629.36,381.7,117.0,228.94,1,1,1.0
11,1,442.24,401.93,129.18999999999994,238.21999999999997,1,1,1.0
11,2,342.4,408.9,143.98000000000002,103.85000000000002,1,2,1.0
